student_id,age,gender,education_level,avg_sleep_hours,screen_time_hours,social_media_hours,study_hours_per_day,exercise_hours_per_week,caffeine_drinks_per_day,stress_level,anxiety_score,gpa,uses_sleep_app,feels_burned_out
269,18,Female,High School,6,7.1,3.6,4.3,1.2,2,10,9,2.87,FALSE,TRUE
270,19,Male,High School,7.3,5.6,2.7,4.2,3.8,1,7,5,3.26,TRUE,TRUE
271,14,Male,Undergraduate,7.8,6.8,3.6,3.2,0,3,8,9,3.21,FALSE,TRUE
272,16,Prefer not to say,Undergraduate,7.6,5.1,2.2,2,3.5,5,5,5,3.36,FALSE,FALSE
273,20,Male,Undergraduate,6.9,6.4,4,4.8,5.7,1,6,5,3.47,FALSE,FALSE
274,22,Prefer not to say,Undergraduate,6.6,5.5,3.1,4.8,3.9,2,7,8,3.33,TRUE,TRUE
275,22,Female,Undergraduate,6.5,7.3,4.6,2.1,6.8,1,8,9,3.4,TRUE,TRUE
276,23,Female,Undergraduate,8,4.5,2.4,5.7,3.2,1,7,8,3.67,TRUE,TRUE
277,22,Male,Undergraduate,7.8,4.9,1.1,4.3,5.1,2,7,9,3.24,FALSE,TRUE
278,18,Female,High School,9,3.7,0.5,3,3.5,3,6,8,3.4,FALSE,FALSE
279,18,Male,Undergraduate,6.8,7.7,3,2.9,8.1,1,7,8,3.4,FALSE,TRUE
280,20,Male,High School,4.7,9.6,4.2,3.5,2.9,2,8,8,3.04,FALSE,TRUE
281,18,Male,Graduate,7.6,8.6,4.9,4.5,0,3,7,8,3.57,FALSE,TRUE
282,19,Male,Undergraduate,8,8.9,3.1,6.1,1,1,9,10,3.03,TRUE,TRUE
283,23,Male,Undergraduate,5.9,7,3.9,3.2,5.6,1,6,6,2.79,FALSE,FALSE
284,15,Male,Undergraduate,7.7,7.2,2.5,3.3,5.6,0,6,6,3.01,FALSE,FALSE
285,14,Female,Undergraduate,8.9,6,3.3,5.1,2.4,2,8,9,3.21,FALSE,TRUE
286,26,Female,High School,6.8,6.8,3.1,4.4,0.1,3,10,10,3.38,TRUE,TRUE
287,19,Female,Undergraduate,7.7,6.7,3.9,4.4,4.5,1,5,4,3.27,TRUE,FALSE
288,19,Female,Undergraduate,8.4,4.3,2.5,5.1,2.1,3,6,4,4,TRUE,FALSE
289,15,Male,Undergraduate,7.1,6.8,4,4.2,4,2,7,5,2.67,TRUE,TRUE
290,14,Female,Undergraduate,10,1.9,1.8,4.4,3.1,0,5,6,4,FALSE,FALSE
291,18,Female,Graduate,7.2,4.5,1.4,2,3.3,3,8,7,3.54,TRUE,TRUE
292,21,Male,Graduate,8.8,9.1,5.9,2.8,5,2,7,8,3.58,FALSE,TRUE
293,16,Female,Graduate,9.4,6,2.8,3.5,0,2,8,10,3.58,FALSE,TRUE
294,16,Male,High School,6.9,8.9,6,1.2,4.1,0,6,4,3.35,FALSE,FALSE
295,16,Female,Undergraduate,9.6,6.8,4.6,2.3,3.6,0,7,6,3.09,FALSE,TRUE
296,19,Male,Graduate,8.4,1.9,0.5,4.1,5.9,1,4,5,3.8,FALSE,FALSE
297,16,Female,Graduate,5.7,9,6.6,1.3,3.2,1,9,7,2.38,FALSE,TRUE
298,24,Male,Undergraduate,8.1,6.6,2.5,5.3,4.6,1,6,7,3.47,FALSE,FALSE
299,17,Non-binary,Undergraduate,8,6.7,2.5,2.4,4.1,1,9,9,3.41,TRUE,TRUE
300,20,Male,High School,8.1,3.5,2.3,3.4,2,4,7,7,3.3,TRUE,TRUE
301,23,Female,Undergraduate,8.4,7.7,4,3,2.6,3,6,6,3.46,TRUE,FALSE
302,23,Male,High School,6.2,8.8,7.3,3.4,5.7,0,8,6,2.85,FALSE,TRUE
303,16,Female,Undergraduate,8,9,5.6,2.6,1.3,1,7,7,3.18,FALSE,TRUE
304,14,Female,High School,7.6,6.9,5.1,5,4.2,4,6,8,3.46,FALSE,FALSE
305,17,Male,Undergraduate,6.6,10.5,5.7,3.8,2.5,2,9,8,3.03,FALSE,TRUE
306,16,Male,Undergraduate,7.5,5.5,1.2,1.3,3.5,2,8,6,3.38,FALSE,TRUE
307,14,Male,Graduate,8.9,3.4,0.3,4.5,4,0,5,4,3.96,FALSE,FALSE
308,21,Male,Undergraduate,6.1,9.1,5.5,3,0.6,0,9,10,3.21,FALSE,TRUE
309,21,Female,Undergraduate,6.5,7.3,3.2,4.7,7.2,1,9,10,3.35,FALSE,TRUE
310,14,Male,High School,8.9,1,0,3.9,4.6,1,5,3,4,FALSE,FALSE
311,16,Male,Undergraduate,6.4,10,5.4,3.2,3.3,2,9,7,3.02,TRUE,TRUE
312,19,Prefer not to say,Undergraduate,7.2,5.5,2.8,2.4,2.3,0,8,10,2.76,FALSE,TRUE
313,22,Male,Undergraduate,6.4,9.7,4.9,1.9,7,1,6,6,3.12,TRUE,FALSE
314,19,Male,Undergraduate,6.4,6.4,2.1,2.5,10.3,1,7,9,3.46,FALSE,TRUE
315,29,Male,Undergraduate,8.1,5.2,2.8,2.3,1.2,7,7,6,3.27,TRUE,TRUE
316,18,Male,Undergraduate,5.6,6.4,2.7,0.7,3.4,4,10,10,2.97,FALSE,TRUE
317,22,Female,High School,7.4,7.4,4.3,2.7,3.9,1,6,6,3.29,FALSE,FALSE
318,19,Female,Undergraduate,6.7,7.9,3.4,3.2,3.3,4,8,6,3.41,FALSE,TRUE
319,24,Male,High School,7.7,5.4,3.8,4.1,4.8,1,7,6,3.53,FALSE,TRUE
320,18,Female,High School,7.8,4.3,1.6,4,2,6,7,7,3.43,TRUE,TRUE
321,19,Female,Graduate,6.5,6.4,5.3,2.1,4.6,0,8,8,3.26,TRUE,TRUE
322,24,Female,Undergraduate,7.3,4.9,0.9,5.2,1.9,2,7,5,3.38,FALSE,TRUE
323,17,Female,Graduate,7.7,3.6,2.3,4.1,2.3,3,8,8,2.94,FALSE,TRUE
324,25,Female,High School,7.1,6.1,2.7,3.1,1.7,2,8,9,3.5,TRUE,TRUE
325,21,Male,High School,8.5,5.2,2.2,4.5,4,1,6,6,3.56,FALSE,FALSE
326,21,Female,Graduate,8,4.9,2.9,3.1,6.5,0,6,8,3.72,FALSE,FALSE
327,16,Female,Undergraduate,7.1,4.3,2.5,5.6,1.2,4,7,8,3.36,FALSE,TRUE
328,16,Female,High School,6.3,9.2,4.9,5.1,2.4,1,7,7,3.1,TRUE,TRUE
329,21,Male,Undergraduate,8.9,3.2,1.6,2.3,1.4,1,6,5,3.77,FALSE,FALSE
330,22,Male,Undergraduate,6.4,7.5,2.9,4.5,10.5,5,6,4,2.93,FALSE,FALSE
331,14,Female,Undergraduate,8.9,7.4,4.8,2,5.2,1,6,7,3.26,TRUE,FALSE
332,16,Prefer not to say,Graduate,7.3,8.2,4.6,3.3,0.2,2,8,9,2.89,FALSE,TRUE
333,19,Female,Graduate,7.6,7.4,4.1,4.3,4.9,1,6,7,2.88,FALSE,FALSE
334,24,Male,High School,7.9,4.9,2.6,3.4,8.2,1,7,7,3.44,TRUE,TRUE
335,17,Female,High School,7.2,8,6,3.3,0.5,0,7,9,3,TRUE,TRUE
336,15,Female,High School,7.8,3,0,5,5.5,4,6,6,3.59,FALSE,FALSE
337,20,Female,Undergraduate,6.5,9.3,4.6,5.2,2.3,3,8,9,3.4,FALSE,TRUE
338,22,Female,Undergraduate,6.8,8.1,3.9,4.3,2,3,7,5,3.39,FALSE,TRUE
339,14,Male,Graduate,9.6,1.4,1.7,1.5,3.4,1,4,5,3.89,FALSE,FALSE
340,15,Female,High School,8.5,6.8,4.5,1.7,5.4,2,4,5,3.38,FALSE,FALSE
341,16,Male,Undergraduate,8.7,6.2,2,2.6,1,3,6,5,3.59,FALSE,FALSE
342,20,Non-binary,Undergraduate,7.1,7.4,5.3,3.8,5.9,1,8,7,3.4,FALSE,TRUE
343,15,Female,Graduate,7.7,4.2,2.5,3.9,5.3,3,6,8,3.26,FALSE,FALSE
344,25,Male,Graduate,8.2,4,4.1,1.2,4.5,0,7,6,3.59,FALSE,TRUE
345,15,Male,Undergraduate,6.2,7.5,3.1,1.8,5.6,0,8,6,2.86,FALSE,TRUE
346,26,Male,Undergraduate,8,8.9,5.6,2.8,3.9,2,7,9,2.93,TRUE,TRUE
347,20,Female,Undergraduate,9.3,5.4,1.9,3.2,7.4,1,5,5,4,FALSE,FALSE
348,23,Female,Graduate,5.7,5.4,2.9,3.7,0,4,9,10,2.76,TRUE,TRUE
349,18,Female,Undergraduate,7,6.1,1.4,4.2,1.7,1,7,9,3.27,TRUE,TRUE
350,21,Female,Undergraduate,6.4,4.4,1.1,4.6,2.4,2,7,8,3.21,TRUE,TRUE
351,18,Male,Undergraduate,8.2,1.7,0,2.4,3,3,6,5,3.63,TRUE,FALSE
352,24,Male,Graduate,7.7,5.8,2.9,2.9,0.5,1,6,6,3.11,TRUE,FALSE
353,22,Male,High School,4.9,9.9,6.3,2.5,3.1,0,8,10,2.63,FALSE,TRUE
354,20,Female,High School,9,3.2,1.4,3.5,4.4,2,7,6,4,TRUE,TRUE
355,22,Male,High School,7.5,1.7,1.3,2.3,3.2,5,7,6,3.54,TRUE,TRUE
356,19,Male,High School,8,10.2,4.1,2.7,1.3,2,7,7,3.77,TRUE,TRUE
357,21,Non-binary,Undergraduate,6.3,9.7,6.4,5.6,2.6,5,10,10,2.89,FALSE,TRUE
358,19,Male,Undergraduate,8.2,6.5,4.1,4.2,2.4,1,8,9,2.66,FALSE,TRUE
359,18,Female,Undergraduate,6.4,7.8,5,4,4.1,3,9,7,2.81,FALSE,TRUE
360,14,Female,High School,7.5,6.5,2.3,3.1,5.3,2,7,5,3.47,FALSE,TRUE
361,16,Female,High School,9.9,2.3,0,4.7,0,0,6,6,4,FALSE,FALSE
362,19,Male,Graduate,6.5,7.8,3.9,3.6,3.8,0,9,10,3.2,FALSE,TRUE
363,21,Female,Undergraduate,6.9,8.3,5.1,4,0.8,3,8,7,3.11,TRUE,TRUE
364,25,Female,Undergraduate,7.6,7.2,6.1,5.2,3.8,3,8,6,3.3,TRUE,TRUE
365,22,Female,High School,7.5,2.8,1,2.7,9.2,3,4,6,3.69,FALSE,FALSE
366,17,Female,High School,7.5,1,1.3,1.6,1.6,4,5,6,3.41,FALSE,FALSE
367,22,Male,Undergraduate,7.9,4.1,1,4.3,2,2,8,7,3.34,TRUE,TRUE
368,16,Male,Undergraduate,8.4,2.9,0,2.6,4.2,2,7,6,3.15,TRUE,TRUE
369,22,Female,Undergraduate,8.9,3.6,4.1,3.8,5.9,1,7,5,3.95,FALSE,TRUE
370,18,Female,High School,8.5,6.1,2.6,3.6,5.3,2,6,4,3.75,FALSE,FALSE
371,18,Male,High School,4.7,12.1,6.4,5,7.1,4,9,9,2.71,TRUE,TRUE
372,21,Male,Undergraduate,6.9,5.7,0.3,2.4,0.7,7,8,7,3.42,FALSE,TRUE
373,19,Female,High School,7.5,4.4,1.8,3.9,2.4,1,6,8,3.95,TRUE,FALSE
374,22,Female,High School,5.9,6.8,3.9,3.7,2.9,0,10,10,3.28,TRUE,TRUE
375,14,Female,High School,8.2,6.5,2.2,4.7,4.6,2,8,6,3.56,FALSE,TRUE
376,19,Female,Undergraduate,7.6,9.2,5.2,1.5,1.4,1,9,8,3.14,FALSE,TRUE
377,19,Female,Undergraduate,10,2.3,1.1,4.5,6.1,2,3,1,3.94,TRUE,FALSE
378,14,Female,Undergraduate,7.1,3.8,3.1,5.7,3.6,0,5,5,3.32,FALSE,FALSE
379,20,Male,Graduate,6.1,8.6,5.6,3.1,3.5,3,9,7,2.6,FALSE,TRUE
380,16,Male,Undergraduate,6.4,9.6,6.5,3.9,1.1,0,9,10,2.12,FALSE,TRUE
381,21,Male,Undergraduate,8.2,7.8,5.1,2.2,6,2,5,6,3.66,TRUE,FALSE
382,28,Male,Undergraduate,6.7,6.3,2.5,3,4.3,4,9,9,2.88,FALSE,TRUE
383,19,Male,High School,6.2,11.3,6.6,5.5,0.2,1,10,10,3.16,FALSE,TRUE
384,19,Male,Undergraduate,6.5,9,4.6,5.5,4.1,3,9,9,3.15,TRUE,TRUE
385,19,Female,Undergraduate,6.6,7.9,5.4,4.2,4.1,3,9,7,2.41,FALSE,TRUE
386,23,Female,High School,6.8,9.4,5,2.8,6,3,7,7,3.17,FALSE,TRUE
387,18,Female,High School,7.4,5.5,3.2,3,3.7,0,9,10,3.26,FALSE,TRUE
388,20,Female,Undergraduate,6.7,7.8,4.4,1.5,4.8,0,9,10,3.54,FALSE,TRUE
389,21,Female,Undergraduate,8.5,4.1,3.1,1.4,2.7,5,5,5,3.74,FALSE,FALSE
390,18,Female,Undergraduate,6.8,9.2,3.4,3.7,0.8,2,8,7,2.98,TRUE,TRUE
391,23,Female,Graduate,7.8,7,3.9,2.9,2.4,4,6,4,3.45,FALSE,FALSE
392,23,Male,Undergraduate,7.1,6.5,4.1,5,6.2,1,7,9,2.85,TRUE,TRUE
393,19,Male,Undergraduate,6.3,9.8,5.2,0,6.2,3,8,6,3.21,FALSE,TRUE
394,19,Female,Undergraduate,6.7,6.3,2.5,4.1,0.8,2,7,9,3.27,FALSE,TRUE
395,23,Male,Undergraduate,7.4,7.4,4.5,4.9,0,1,7,5,3.06,FALSE,TRUE
396,18,Non-binary,High School,7.8,5.7,4.5,3.8,1.9,0,7,6,3.54,FALSE,TRUE
397,15,Female,Undergraduate,7.2,5.9,3.7,1.4,0.1,2,10,10,2.42,FALSE,TRUE
398,17,Male,Undergraduate,8.5,4.6,2.6,1.7,11.3,5,5,3,3.68,TRUE,FALSE
399,22,Male,Undergraduate,5.8,8.8,3.5,2.2,4.9,1,9,10,3.09,TRUE,TRUE
400,23,Male,Undergraduate,7.3,8.4,6.6,2.2,5.8,2,8,8,2.62,FALSE,TRUE
401,22,Female,Undergraduate,7.8,8.3,5.2,2.6,5.9,3,7,8,2.91,TRUE,TRUE
402,21,Male,Undergraduate,8.4,2.9,2.3,2.1,2,3,4,5,4,FALSE,FALSE
403,15,Female,Graduate,6.8,5.9,3.4,2.9,0,1,9,8,2.77,TRUE,TRUE
404,21,Male,High School,7.8,4.3,2.9,3.2,6.1,1,7,5,3.56,FALSE,TRUE
405,21,Female,Undergraduate,7.8,4.4,4,4,2.3,1,6,7,3.44,FALSE,FALSE
406,22,Male,Graduate,7.1,6.4,3,2.6,6.4,1,9,10,2.7,TRUE,TRUE
407,22,Female,Undergraduate,6.2,8.4,6.3,0.9,0,1,8,8,3.19,FALSE,TRUE
408,17,Male,Undergraduate,7.9,6.2,4.6,3.8,2,0,7,9,3.21,FALSE,TRUE
409,23,Male,Undergraduate,8.2,2.9,2.3,1.4,3,1,7,6,3.4,TRUE,TRUE
410,23,Female,Undergraduate,7.2,8.3,4,3,4.3,1,6,4,3.14,TRUE,FALSE
411,16,Male,Undergraduate,8.1,6.6,4.8,2.1,2.4,2,8,7,3.33,TRUE,TRUE
412,22,Male,Undergraduate,8,3.5,1,3.4,3.9,3,8,7,3.67,FALSE,TRUE
413,20,Male,Undergraduate,8.4,5.8,3.9,2.5,2.6,1,9,7,2.59,FALSE,TRUE
414,20,Male,High School,6.1,6.2,2,6.5,8.4,2,7,9,3.45,FALSE,TRUE
415,22,Male,Graduate,6.8,7.9,3.3,4.1,5,4,7,8,3.29,FALSE,TRUE
416,18,Male,High School,5.4,7.9,4.4,2.6,8.2,2,8,7,2.73,FALSE,TRUE
417,19,Female,Undergraduate,5.1,8.7,5.2,1.2,4.6,4,9,7,2.78,TRUE,TRUE
418,22,Female,Undergraduate,5.9,4.8,0.8,4.3,5.1,2,8,10,3.66,FALSE,TRUE
419,23,Female,High School,8.4,6.7,1.6,2,1,4,8,8,3.33,FALSE,TRUE
420,15,Female,High School,6.7,6.7,2.4,0.3,5,3,5,6,3.68,FALSE,FALSE
421,17,Male,Undergraduate,5.6,10.5,6.7,2.4,3,0,9,8,3.09,FALSE,TRUE
422,15,Non-binary,Undergraduate,7.3,5.6,4.1,2.7,8.8,2,7,6,3.43,TRUE,TRUE
423,17,Female,Undergraduate,6,6.9,3,3.1,2.9,2,9,7,3.05,FALSE,TRUE
424,18,Male,Undergraduate,7.5,7.9,3.4,5.8,7.2,0,7,9,3.81,FALSE,TRUE
425,22,Female,Undergraduate,8.1,5.3,1.8,3.6,0,1,9,10,3.6,FALSE,TRUE
426,18,Female,Undergraduate,7.5,6,2.1,3.4,3.3,2,8,7,3.28,FALSE,TRUE
427,21,Male,Undergraduate,7.2,6.4,2.9,3.7,3.6,2,6,5,3.45,TRUE,FALSE
428,18,Female,High School,7.5,4.3,2.5,2.9,4.1,0,7,6,3.62,TRUE,TRUE
429,23,Non-binary,Undergraduate,8.2,3.9,4,3.2,3.6,1,7,6,3.42,TRUE,TRUE
430,16,Male,Undergraduate,6.8,7.4,3.8,3.3,7.6,3,7,9,3.36,FALSE,TRUE
431,19,Female,Undergraduate,6.1,6.2,3.8,2.6,5.3,3,7,7,2.88,TRUE,TRUE
432,14,Male,High School,7.9,6.2,5.1,4.2,3.7,2,8,10,3.5,TRUE,TRUE
433,18,Female,Undergraduate,7,8.2,4.1,3.3,5.3,1,5,4,3.38,FALSE,FALSE
434,20,Male,Undergraduate,6.8,2.6,1.3,3.8,1.8,1,7,7,3.48,TRUE,TRUE
435,25,Male,Graduate,6.2,7.8,4.4,1.9,2.7,2,8,7,3.11,FALSE,TRUE
436,26,Non-binary,Undergraduate,6.3,7.1,4.4,3.4,3.1,5,8,8,2.82,FALSE,TRUE
437,24,Male,Undergraduate,7,3.4,2.1,4.9,4.8,0,8,10,3.26,FALSE,TRUE
438,19,Female,High School,7.4,7.6,4.3,3.4,0,3,9,7,2.62,FALSE,TRUE
439,15,Male,Graduate,7.5,7.7,6,5.8,4.5,2,5,7,3.44,FALSE,FALSE
440,18,Female,High School,7,7.2,4.2,4.6,2.1,2,7,7,3.37,FALSE,TRUE
441,23,Male,High School,7,7.9,3.5,3.6,5.7,4,5,7,3.72,TRUE,FALSE
442,16,Male,High School,9.2,5,2.6,3.4,5.8,0,5,7,3.57,FALSE,FALSE
443,20,Male,High School,7.3,5.2,0.6,2.4,3.4,3,7,6,3.11,TRUE,TRUE
444,20,Male,High School,8.2,8.6,4.8,5.7,0,1,8,8,2.95,FALSE,TRUE
445,22,Male,High School,8.5,1,0.4,5.1,2.9,3,5,3,3.72,TRUE,FALSE
446,16,Female,High School,6.9,6.5,3.8,4.1,0.4,1,7,5,3.7,FALSE,TRUE
447,14,Prefer not to say,High School,7.3,6.7,5.5,1.8,3.3,1,7,6,2.71,FALSE,TRUE
448,19,Female,Undergraduate,9.3,2.8,0.8,3.4,3.9,1,6,8,3.74,TRUE,FALSE
449,15,Male,Undergraduate,8,5.5,3.9,4.9,3.2,4,6,5,2.88,FALSE,FALSE
450,17,Male,High School,7.1,6.4,3.6,5.9,2.8,2,7,8,3.08,FALSE,TRUE
451,18,Female,High School,7.6,5.2,0.7,7.2,3.5,2,8,6,3.09,TRUE,TRUE
452,23,Male,Undergraduate,6.9,7.2,3.1,3.2,2.8,2,8,6,3.01,FALSE,TRUE
453,16,Female,Undergraduate,8.2,6.9,3.7,4.7,6.9,1,7,6,3.52,FALSE,TRUE
454,19,Male,Graduate,7,6.4,2.6,2.4,5.7,1,8,9,3.13,FALSE,TRUE
455,16,Female,Undergraduate,8.5,4.4,3.3,2.6,1.9,3,7,9,2.86,FALSE,TRUE
456,23,Male,Graduate,9.7,1.5,0.6,1,0,1,6,8,3.6,FALSE,FALSE
457,18,Female,Undergraduate,6.8,9.3,3.7,3.9,7.3,1,7,9,3.19,FALSE,TRUE
458,15,Male,High School,9.7,1.5,0.4,5.6,4.6,3,4,5,3.99,FALSE,FALSE
459,15,Female,Undergraduate,9.4,2.9,0.9,3.2,1.3,1,6,5,3.75,FALSE,FALSE
460,21,Male,Graduate,7.1,3.8,2.3,1.7,0,2,6,5,3.15,FALSE,FALSE
461,19,Prefer not to say,Undergraduate,8,6.9,4.4,3,3,3,7,7,3.4,TRUE,TRUE
462,17,Female,Graduate,9,5.9,1.8,3.3,3.5,2,6,4,3.26,TRUE,FALSE
463,16,Male,Undergraduate,7.9,7.7,3.8,3.3,4.4,1,6,7,3.67,FALSE,FALSE
464,16,Male,Undergraduate,7.9,10.1,5.4,4.9,6.1,2,7,7,2.74,TRUE,TRUE
465,26,Male,Undergraduate,7.2,6.8,5.6,6.8,2.9,2,9,10,3.36,TRUE,TRUE
466,15,Male,High School,8.1,3.7,2.7,4.8,1.9,1,8,7,3.7,FALSE,TRUE
467,20,Female,Undergraduate,5.6,8.1,4.2,2.3,5.4,2,9,10,2.27,FALSE,TRUE
468,19,Male,Undergraduate,6.6,8.6,4,1.3,2.5,1,8,10,3.12,FALSE,TRUE
469,19,Female,Undergraduate,7.8,5,2.7,1.8,4.7,1,7,8,3.32,TRUE,TRUE
470,14,Male,Undergraduate,8.5,7,1.8,5.5,2.5,2,6,6,3.88,FALSE,FALSE
471,25,Male,Graduate,8,5.3,2.9,2.5,4.4,1,6,8,3.4,TRUE,FALSE
472,22,Male,Undergraduate,8,6.9,4.6,2.5,1.5,0,8,6,3.63,FALSE,TRUE
473,20,Female,Undergraduate,6.7,5.2,2.1,5.5,4.9,3,8,10,3.47,FALSE,TRUE
474,18,Male,Undergraduate,7.7,6.7,3.4,0.8,5.4,2,8,8,3.01,TRUE,TRUE
475,16,Female,High School,8,5.7,4.1,2.8,5.3,1,4,4,3.71,TRUE,FALSE
476,23,Male,High School,6.4,10.6,4.4,3.5,3.4,2,8,6,3.12,FALSE,TRUE
477,20,Male,Undergraduate,9.3,2.3,0.7,6.1,3.9,0,6,8,3.87,FALSE,FALSE
478,20,Male,High School,7.3,5.6,2.8,5.2,3.2,1,6,7,3.41,TRUE,FALSE
479,18,Male,Undergraduate,6.7,10.4,6.2,4.3,2.7,2,9,7,3.14,FALSE,TRUE
480,16,Prefer not to say,High School,6.4,9.8,5.6,4.8,0,2,10,9,2.88,FALSE,TRUE
481,14,Male,Graduate,8.5,6.4,3.8,2.7,0,2,7,7,3.48,TRUE,TRUE
482,20,Male,Undergraduate,7.8,3.7,2.7,3.4,2.7,1,5,3,3.5,TRUE,FALSE
483,22,Female,High School,7.7,7.1,4.1,1.9,1.4,1,7,5,3.11,TRUE,TRUE
484,21,Male,Undergraduate,8.3,5.7,2.9,2.8,0,2,9,10,2.98,FALSE,TRUE
485,16,Male,Undergraduate,6.2,7.5,4.7,2.9,3.3,1,8,8,3.17,TRUE,TRUE
486,18,Male,High School,6.9,7.3,4.5,4.2,8.2,2,6,6,3.24,FALSE,FALSE
487,15,Male,High School,6.8,6.8,3.7,2.7,0.7,2,8,9,2.91,FALSE,TRUE
488,19,Male,Undergraduate,8.6,5.8,2,4.3,7.6,0,7,7,3.52,TRUE,TRUE
489,18,Female,Undergraduate,6.6,5.7,4.7,4.7,1.9,1,7,7,3.27,TRUE,TRUE
490,14,Male,Undergraduate,6.5,8.3,4.7,4.7,5.1,4,8,8,3.07,TRUE,TRUE
491,19,Male,Undergraduate,7.7,3.9,1,3,0.4,4,6,4,3,FALSE,FALSE
492,16,Female,Graduate,5.9,8.1,3.1,1.7,6.8,0,10,10,2.72,TRUE,TRUE
493,20,Female,Undergraduate,7.8,6.5,3.9,3.7,2.9,2,7,9,3.78,FALSE,TRUE
494,25,Female,Undergraduate,6.9,4.7,3.1,5.9,6.6,0,6,6,3.59,FALSE,FALSE
495,19,Male,Undergraduate,7,9.2,4.2,3.2,3.6,1,8,10,2.89,FALSE,TRUE
496,20,Female,Undergraduate,9.1,2.7,1.8,4,1.7,0,6,8,3.57,FALSE,FALSE
497,18,Male,Graduate,6.8,5.8,3.4,3.3,0,6,8,6,3.06,TRUE,TRUE
498,22,Male,High School,5.8,8.8,4.3,3.3,5.9,0,8,10,2.28,TRUE,TRUE
499,23,Male,Graduate,8.7,6.1,3.7,5.4,3.8,0,6,7,4,FALSE,FALSE
500,14,Female,Graduate,8.4,7.2,4,3.5,3,4,6,7,3.47,FALSE,FALSE
501,17,Male,Undergraduate,6.4,7.9,4.6,2.4,0,3,7,8,3.3,FALSE,TRUE
502,21,Male,High School,5.9,9.2,6.2,3.8,4,4,9,10,3.51,FALSE,TRUE
503,17,Female,Undergraduate,8.4,1,0,4.5,4,3,5,6,4,FALSE,FALSE
504,18,Female,High School,7.1,8.4,4.5,4.5,0.1,0,8,8,3.24,TRUE,TRUE
505,22,Male,High School,6.6,7,3.6,1.6,6.3,3,8,9,3.23,FALSE,TRUE
506,23,Female,Undergraduate,6.4,8,4.5,2.9,0.7,1,6,4,3.64,FALSE,FALSE
507,18,Female,Graduate,7.5,8.2,3.2,5.5,2.5,1,7,7,3.02,FALSE,TRUE
508,18,Male,High School,7.9,2,1.5,2.8,0,0,7,9,3.33,FALSE,TRUE
509,23,Male,Graduate,7,8.8,3.9,2.8,3.3,1,10,8,2.4,FALSE,TRUE
510,19,Female,High School,7.1,6.8,2.7,4.4,1.8,3,8,10,3.43,TRUE,TRUE
511,24,Male,High School,8.1,6.3,4.7,1.7,6.2,1,7,6,3.28,FALSE,TRUE
512,15,Male,High School,9.9,5.3,3.7,2.4,1.5,5,3,3,4,FALSE,FALSE
513,20,Female,Undergraduate,7,3.9,2.9,1.4,2.4,0,6,6,3.52,FALSE,FALSE
514,19,Non-binary,Undergraduate,6.9,6.6,2.8,2.3,7.1,1,6,7,3.19,FALSE,FALSE
515,21,Male,Graduate,6.9,6.9,3.3,3.9,4.5,4,8,10,3.51,TRUE,TRUE
516,21,Female,Undergraduate,7,6.4,2.9,0.4,2.4,2,6,7,3.4,FALSE,FALSE
517,19,Male,Graduate,6.7,9.5,4.6,5.4,0,2,8,8,3.13,TRUE,TRUE
518,19,Male,Graduate,7.7,7.1,4.5,3.8,3.6,2,6,5,3.63,FALSE,FALSE
519,21,Male,Undergraduate,7.2,5.8,4.1,2.5,1.8,2,8,6,2.95,FALSE,TRUE
520,17,Female,Undergraduate,7,7.9,3,1.2,2.8,2,8,7,3.19,FALSE,TRUE
521,22,Male,Graduate,7.4,5.4,1.5,2.9,3.4,5,6,7,3.23,FALSE,FALSE
522,18,Male,Undergraduate,7.7,1.7,2.9,4.6,8.3,2,4,6,3.75,FALSE,FALSE
523,19,Female,High School,6,8.4,4.5,4.3,1.6,2,8,10,3.06,FALSE,TRUE
524,19,Female,High School,8.8,2.8,1.4,4.9,3.8,1,6,6,3.71,TRUE,FALSE
525,20,Male,Graduate,7.9,9.9,6,4.1,0.8,0,8,6,3.09,TRUE,TRUE
526,21,Male,High School,7.7,5.1,1,4.2,6.1,0,6,5,3.58,FALSE,FALSE
527,18,Female,High School,7.8,3.6,0.6,4.3,2.8,1,6,4,3,FALSE,FALSE
528,18,Female,Graduate,6.9,6.3,4.6,3.4,0.6,2,10,10,2.81,FALSE,TRUE
529,17,Male,Undergraduate,8.9,6.7,2.8,3.9,2.6,0,6,5,3.58,TRUE,FALSE
530,17,Female,Undergraduate,6.4,9.8,6.9,1.4,6,2,7,5,2.85,TRUE,TRUE
531,19,Female,Undergraduate,5.7,8.3,5.1,2.5,0,3,7,9,2.99,FALSE,TRUE
532,15,Male,Undergraduate,7.3,7.7,4.7,3.4,5.9,2,7,7,3.39,FALSE,TRUE
533,18,Female,Undergraduate,7.8,5.3,3.4,4.1,1.4,1,8,10,3.54,TRUE,TRUE
534,16,Male,Graduate,7.5,9.8,7,4.1,3.9,0,8,6,2.64,FALSE,TRUE
535,17,Male,Undergraduate,5.9,11,6.5,2.2,6.7,3,10,10,3,TRUE,TRUE
536,20,Non-binary,High School,7.4,5.2,3,3.8,4.1,0,7,7,3.6,TRUE,TRUE
537,16,Male,High School,6.9,5,3.7,2,3.9,2,6,4,3.6,FALSE,FALSE
538,20,Male,Undergraduate,5.9,9.5,5.3,3.8,3.1,1,10,10,3.02,FALSE,TRUE
